code,name,gender,medal_type,medal_code,country,country_code,nationality,discipline,event,event_type,birth_date
,BACON Sarah,Female,Silver Medal,2,United States,USA,United States,Diving,Women's Synchronised 3m Springboard,TEAM,20-09-1996
,COOK Kassidy,Female,Silver Medal,2,United States,USA,United States,Diving,Women's Synchronised 3m Springboard,TEAM,09-05-1995
,HARPER Yasmin,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Diving,Women's Synchronised 3m Springboard,TEAM,28-07-2000
,MEW JENSEN Scarlett,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Diving,Women's Synchronised 3m Springboard,TEAM,31-12-2001
,PASQUET Varian,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,29-07-1999
,TIMO Andy,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,28-05-2004
,REBBADJ Rayan,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,15-08-1999
,FORNER Theo,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,17-10-2001
,PAREZ EDO MARTIN Stephen,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,01-08-1994
,RIVA Paulin,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,20-04-1994
,JOSEPH Jefferson-Lee,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,29-08-2002
,ZEGHDAR Antoine,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,22-05-1999
,GRANDIDIER NKANANG Aaron,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,18-05-2000
,BARRAQUE Jean Pascal,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,24-04-1991
,DUPONT Antoine,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,15-11-1996
,SEPHO Jordan,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,08-12-1998
,EPEE Nelson,Male,Gold Medal,1,France,FRA,France,Rugby Sevens,Men,HTEAM,20-02-2001
,NASOVA Joji,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,09-06-2000
,TALACOLO Joseva,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,01-04-1997
,MATANA Jeremaia,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,14-07-1998
,MOCENACAGI Sevuloni,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,29-06-1990
,BALEIWAIRIKI Iosefo,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,09-05-1998
,LOGANIMASI Ponipate,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,26-03-1998
,VEILAWA Terio Tamani,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,06-07-1994
,NACUQU Waisea,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,24-05-1993
,TUWAI Jerry,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,23-03-1989
,TEBA Iowane,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,23-02-1993
,RASAKU Kaminieli,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,12-07-1999
,RAVUTAUMADA Selesitino,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,17-01-2000
,JOSAIA Raisuqe,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,22-07-1994
,SAUTURAGA Filipe,Male,Silver Medal,2,Fiji,FIJ,Fiji,Rugby Sevens,Men,HTEAM,19-06-1994
,GROBBELAAR Christie,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,25-05-2000
,OOSTHUIZEN Ryan,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,22-05-1995
,VISSER Impi,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,30-05-1995
,DAVIDS Zain,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,04-05-1997
,NORTJE Quewin,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,14-01-2003
,PRETORIUS Tiaan,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,19-02-2001
,LEYDS Tristan,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,24-05-1997
,DAVIDS Selvyn,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,26-03-1994
,WILLIAMS Shaun,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,13-04-1998
,SPECMAN Rosko,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,28-04-1989
,SOYIZWAPI Siviwe,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,07-12-1992
,van WYK Shilton,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,22-12-1999
,BROWN Ronald,Male,Bronze Medal,3,South Africa,RSA,South Africa,Rugby Sevens,Men,HTEAM,02-09-1995
,HUANG Yuting,Female,Gold Medal,1,China,CHN,China,Shooting,10m Air Rifle Mixed Team,HTEAM,03-09-2006
,SHENG Lihao,Male,Gold Medal,1,China,CHN,China,Shooting,10m Air Rifle Mixed Team,HTEAM,04-12-2004
,KEUM Jihyeon,Female,Silver Medal,2,Korea,KOR,Korea,Shooting,10m Air Rifle Mixed Team,HTEAM,17-03-2000
,PARK Hajun,Male,Silver Medal,2,Korea,KOR,Korea,Shooting,10m Air Rifle Mixed Team,HTEAM,19-04-2000
,LE Alexandra,Female,Bronze Medal,3,Kazakhstan,KAZ,Kazakhstan,Shooting,10m Air Rifle Mixed Team,HTEAM,03-05-2004
,SATPAYEV Islam,Male,Bronze Medal,3,Kazakhstan,KAZ,Kazakhstan,Shooting,10m Air Rifle Mixed Team,HTEAM,21-09-1998
,HELD Ryan,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,27-06-1995
,KING Matt,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,19-02-2002
,ARMSTRONG Hunter,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,24-01-2001
,DRESSEL Caeleb,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,16-08-1996
,ALEXY Jack,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,19-01-2003
,GUILIANO Chris,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,25-06-2003
,CARTWRIGHT Jack,Male,Silver Medal,2,Australia,AUS,Australia,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,22-09-1998
,YANG William,Male,Silver Medal,2,Australia,AUS,Australia,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,11-10-1998
,SOUTHAM Flynn,Male,Silver Medal,2,Australia,AUS,Australia,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,05-06-2005
,CHALMERS Kyle,Male,Silver Medal,2,Australia,AUS,Australia,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,25-06-1998
,TAYLOR Kai,Male,Silver Medal,2,Australia,AUS,Australia,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,18-08-2003
,ZAZZERI Lorenzo,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,09-08-1994
,DEPLANO Leonardo,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,21-07-1999
,CONTE BONIN Paolo,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,09-02-2002
,FRIGO Manuel,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,18-02-1997
,CECCON Thomas,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,27-01-2001
,MIRESSI Alessandro,Male,Bronze Medal,3,Italy,ITA,Italy,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,02-10-1998
,WUNSCH Olivia,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,31-05-2006
,CAMPBELL Bronte,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,14-05-1994
,HARRIS Meg,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,07-03-2002
,McKEON Emma,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,24-05-1994
,JACK Shayna,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,06-11-1998
,O'CALLAGHAN Mollie,Female,Gold Medal,1,Australia,AUS,Australia,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,02-04-2004
,WEITZEIL Abbey,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,03-12-1996
,MANUEL Simone,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,02-08-1996
,CONNOLLY Erika,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,27-08-1998
,DOUGLASS Kate,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,17-11-2001
,HUSKE Torri,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,07-12-2002
,WALSH Gretchen,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,29-01-2003
,CHENG Yujie,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,22-09-2005
,WU Qingfeng,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,28-01-2003
,YU Yiting,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,05-09-2005
,YANG Junxuan,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,26-01-2002
,ZHANG Yufei,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,19-04-1998
,JEON Hunyoung,Female,Gold Medal,1,Korea,KOR,Korea,Archery,Women's Team,HTEAM,29-05-1994
,LIM Sihyeon,Female,Gold Medal,1,Korea,KOR,Korea,Archery,Women's Team,HTEAM,13-06-2003
,NAM Suhyeon,Female,Gold Medal,1,Korea,KOR,Korea,Archery,Women's Team,HTEAM,27-01-2005
,AN Qixuan,Female,Silver Medal,2,China,CHN,China,Archery,Women's Team,HTEAM,03-12-2000
,LI Jiaman,Female,Silver Medal,2,China,CHN,China,Archery,Women's Team,HTEAM,18-08-1997
,YANG Xiaolei,Female,Silver Medal,2,China,CHN,China,Archery,Women's Team,HTEAM,28-06-2000
,RUIZ Angela,Female,Bronze Medal,3,Mexico,MEX,Mexico,Archery,Women's Team,HTEAM,28-07-2006
,VALENCIA Alejandra,Female,Bronze Medal,3,Mexico,MEX,Mexico,Archery,Women's Team,HTEAM,17-10-1994
,VAZQUEZ Ana,Female,Bronze Medal,3,Mexico,MEX,Mexico,Archery,Women's Team,HTEAM,05-10-2000
,KIM Je Deok,Male,Gold Medal,1,Korea,KOR,Korea,Archery,Men's Team,HTEAM,12-04-2004
,KIM Woojin,Male,Gold Medal,1,Korea,KOR,Korea,Archery,Men's Team,HTEAM,20-06-1992
,LEE Wooseok,Male,Gold Medal,1,Korea,KOR,Korea,Archery,Men's Team,HTEAM,07-08-1997
,ADDIS Baptiste,Male,Silver Medal,2,France,FRA,France,Archery,Men's Team,HTEAM,07-12-2006
,CHIRAULT Thomas,Male,Silver Medal,2,France,FRA,France,Archery,Men's Team,HTEAM,15-09-1997
,VALLADONT Jean-Charles,Male,Silver Medal,2,France,FRA,France,Archery,Men's Team,HTEAM,20-03-1989
,GAZOZ Mete,Male,Bronze Medal,3,Türkiye,TUR,Türkiye,Archery,Men's Team,HTEAM,08-06-1999
,TUMER Berkim,Male,Bronze Medal,3,Türkiye,TUR,Türkiye,Archery,Men's Team,HTEAM,30-04-2002
,YILDIRMIS Abdullah,Male,Bronze Medal,3,Türkiye,TUR,Türkiye,Archery,Men's Team,HTEAM,07-11-2003
,HASHIMOTO Daiki,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Team,TEAM,07-08-2001
,KAYA Kazuma,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Team,TEAM,19-11-1996
,OKA Shinnosuke,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Team,TEAM,31-10-2003
,SUGINO Takaaki,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Team,TEAM,18-10-1998
,TANIGAWA Wataru,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Team,TEAM,23-07-1996
,LIU Yang,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Team,TEAM,11-08-1994
,SU Weide,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Team,TEAM,19-03-2000
,XIAO Ruoteng,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Team,TEAM,30-01-1996
,ZHANG Boheng,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Team,TEAM,04-03-2000
,ZOU Jingyuan,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Team,TEAM,03-01-1998
,HONG Asher,Male,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Men's Team,TEAM,23-03-2004
,JUDA Paul,Male,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Men's Team,TEAM,07-07-2001
,MALONE Brody,Male,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Men's Team,TEAM,07-01-2000
,NEDOROSCIK Stephen,Male,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Men's Team,TEAM,28-10-1998
,RICHARD Frederick,Male,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Men's Team,TEAM,23-04-2004
,LIAN Junjie,Male,Gold Medal,1,China,CHN,China,Diving,Men's Synchronised 10m Platform,TEAM,03-11-2000
,YANG Hao,Male,Gold Medal,1,China,CHN,China,Diving,Men's Synchronised 10m Platform,TEAM,03-02-1998
,DALEY Thomas,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Diving,Men's Synchronised 10m Platform,TEAM,21-05-1994
,WILLIAMS Noah,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Diving,Men's Synchronised 10m Platform,TEAM,15-05-2000
,WIENS Rylan,Male,Bronze Medal,3,Canada,CAN,Canada,Diving,Men's Synchronised 10m Platform,TEAM,02-01-2002
,ZSOMBOR-MURRAY Nathan,Male,Bronze Medal,3,Canada,CAN,Canada,Diving,Men's Synchronised 10m Platform,TEAM,28-04-2003
,McEWEN Tom,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Equestrian,Eventing Team,TEAM,10-05-1991
,COLLETT Laura,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Equestrian,Eventing Team,TEAM,31-08-1989
,CANTER Rosalind,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Equestrian,Eventing Team,TEAM,13-01-1986
,INGHAM Yasmin,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Equestrian,Eventing Team,TEAM,13-05-1997
,LAGHOUAG Karim Florent,Male,Silver Medal,2,France,FRA,France,Equestrian,Eventing Team,TEAM,04-08-1975
,LANDOIS Stephane,Male,Silver Medal,2,France,FRA,France,Equestrian,Eventing Team,TEAM,03-06-1994
,TOUZAINT Nicolas,Male,Silver Medal,2,France,FRA,France,Equestrian,Eventing Team,TEAM,10-05-1980
,le COZ Gireg,Male,Silver Medal,2,France,FRA,France,Equestrian,Eventing Team,TEAM,14-03-1989
,KITAJIMA Ryuzo,Male,Bronze Medal,3,Japan,JPN,Japan,Equestrian,Eventing Team,TEAM,23-10-1985
,OIWA Yoshiaki,Male,Bronze Medal,3,Japan,JPN,Japan,Equestrian,Eventing Team,TEAM,19-07-1976
,TOMOTO Kazuma,Male,Bronze Medal,3,Japan,JPN,Japan,Equestrian,Eventing Team,TEAM,05-06-1983
,TANAKA Toshiyuki,Male,Bronze Medal,3,Japan,JPN,Japan,Equestrian,Eventing Team,TEAM,02-02-1985
,BILES Simone,Female,Gold Medal,1,United States,USA,United States,Artistic Gymnastics,Women's Team,TEAM,14-03-1997
,CAREY Jade,Female,Gold Medal,1,United States,USA,United States,Artistic Gymnastics,Women's Team,TEAM,27-05-2000
,CHILES Jordan,Female,Gold Medal,1,United States,USA,United States,Artistic Gymnastics,Women's Team,TEAM,15-04-2001
,LEE Sunisa,Female,Gold Medal,1,United States,USA,United States,Artistic Gymnastics,Women's Team,TEAM,09-03-2003
,RIVERA Hezly,Female,Gold Medal,1,United States,USA,United States,Artistic Gymnastics,Women's Team,TEAM,04-06-2008
,ANDREOLI Angela,Female,Silver Medal,2,Italy,ITA,Italy,Artistic Gymnastics,Women's Team,TEAM,06-06-2006
,D'AMATO Alice,Female,Silver Medal,2,Italy,ITA,Italy,Artistic Gymnastics,Women's Team,TEAM,07-02-2003
,ESPOSITO Manila,Female,Silver Medal,2,Italy,ITA,Italy,Artistic Gymnastics,Women's Team,TEAM,02-11-2006
,IORIO Elisa,Female,Silver Medal,2,Italy,ITA,Italy,Artistic Gymnastics,Women's Team,TEAM,21-03-2003
,VILLA Giorgia,Female,Silver Medal,2,Italy,ITA,Italy,Artistic Gymnastics,Women's Team,TEAM,23-02-2003
,ANDRADE Rebeca,Female,Bronze Medal,3,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Team,TEAM,08-05-1999
,BARBOSA Jade,Female,Bronze Medal,3,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Team,TEAM,01-07-1991
,OLIVEIRA Lorrane,Female,Bronze Medal,3,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Team,TEAM,13-04-1998
,SARAIVA Flavia,Female,Bronze Medal,3,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Team,TEAM,30-09-1999
,SOARES Julia,Female,Bronze Medal,3,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Team,TEAM,23-08-2005
,FIAMINGO Rossella,Female,Gold Medal,1,Italy,ITA,Italy,Fencing,Women's Épée Team,HTEAM,14-07-1991
,RIZZI Giulia,Female,Gold Medal,1,Italy,ITA,Italy,Fencing,Women's Épée Team,HTEAM,20-06-1989
,SANTUCCIO Alberta,Female,Gold Medal,1,Italy,ITA,Italy,Fencing,Women's Épée Team,HTEAM,22-10-1994
,NAVARRIA Mara,Female,Gold Medal,1,Italy,ITA,Italy,Fencing,Women's Épée Team,HTEAM,18-07-1985
,VITALIS Coraline,Female,Silver Medal,2,France,FRA,France,Fencing,Women's Épée Team,HTEAM,09-05-1995
,MALLO-BRETON Auriane,Female,Silver Medal,2,France,FRA,France,Fencing,Women's Épée Team,HTEAM,11-10-1993
,CANDASSAMY Marie-Florence,Female,Silver Medal,2,France,FRA,France,Fencing,Women's Épée Team,HTEAM,26-02-1991
,LOUIS-MARIE Alexandra,Female,Silver Medal,2,France,FRA,France,Fencing,Women's Épée Team,HTEAM,03-03-1996
,KNAPIK-MIAZGA Renata,Female,Bronze Medal,3,Poland,POL,Poland,Fencing,Women's Épée Team,HTEAM,15-07-1988
,SWATOWSKA-WENGLARCZYK Martyna,Female,Bronze Medal,3,Poland,POL,Poland,Fencing,Women's Épée Team,HTEAM,08-07-1994
,KLASIK Alicja,Female,Bronze Medal,3,Poland,POL,Poland,Fencing,Women's Épée Team,HTEAM,14-02-2004
,JARECKA Aleksandra,Female,Bronze Medal,3,Poland,POL,Poland,Fencing,Women's Épée Team,HTEAM,11-10-1995
,POURI-LANE Risi,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,28-05-2000
,MILLER Jorja,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,08-02-2004
,WAAKA Stacey,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,03-11-1995
,NUKU Manaia,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,03-09-2002
,HIRINI Sarah,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,09-12-1992
,BLYDE Michaela,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,29-12-1995
,KING Tyla,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,01-07-1994
,PAUL Mahina,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,19-04-2001
,FELIX-HOTHAM Jazmin,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,02-07-2000
,SETEFANO Theresa,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,25-02-1995
,WOODMAN-WICKLIFFE Portia,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,12-07-1991
,SAILI Alena,Female,Gold Medal,1,New Zealand,NZL,New Zealand,Rugby Sevens,Women,HTEAM,13-12-1998
,CROSSLEY Caroline,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,19-04-1998
,APPS Olivia,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,01-12-1998
,CORRIGAN Alysha,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,25-01-1997
,HOGAN-ROCHESTER Asia,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,20-04-1999
,DANIELS Chloe,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,27-04-2003
,WILLIAMS Charity,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,20-10-1996
,SYMONDS Florence,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,20-05-2002
,NORSTEN Carissa,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,07-11-2003
,SCURFIELD Krissy,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,15-06-2003
,BERMUDEZ Fancy,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,27-05-2002
,LOGAN Piper,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,13-07-2001
,WARDLEY Keyara,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,27-01-2000
,PERRY Taylor,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,23-07-2000
,VALENZUELA Shalaya,Female,Silver Medal,2,Canada,CAN,Canada,Rugby Sevens,Women,HTEAM,12-06-1999
,RAMSEY Ariana,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,25-03-2000
,MAHER Ilona,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,12-08-1996
,CANETT Kayla,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,29-04-1998
,SULLIVAN Sammy,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,22-05-1998
,KELTER Alev,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,21-03-1991
,DOYLE Lauren,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,23-02-1991
,TAPPER Naya,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,03-08-1994
,SEDRICK Alex,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,28-02-1998
,OLSEN Alena,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,06-12-1995
,ROVETTI Steph,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,02-10-1991
,LEVY Sarah,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,27-12-1995
,KIRSHE Kristi,Female,Bronze Medal,3,United States,USA,United States,Rugby Sevens,Women,HTEAM,14-10-1994
,ARUNOVIC Zorana,Female,Gold Medal,1,Serbia,SRB,Serbia,Shooting,10m Air Pistol Mixed Team,HTEAM,22-11-1986
,MIKEC Damir,Male,Gold Medal,1,Serbia,SRB,Serbia,Shooting,10m Air Pistol Mixed Team,HTEAM,31-03-1984
,TARHAN Sevval Ilayda,Female,Silver Medal,2,Türkiye,TUR,Türkiye,Shooting,10m Air Pistol Mixed Team,HTEAM,04-02-2000
,DIKEC Yusuf,Male,Silver Medal,2,Türkiye,TUR,Türkiye,Shooting,10m Air Pistol Mixed Team,HTEAM,01-01-1973
,BHAKER Manu,Female,Bronze Medal,3,India,IND,India,Shooting,10m Air Pistol Mixed Team,HTEAM,18-02-2002
,SINGH Sarabjot,Male,Bronze Medal,3,India,IND,India,Shooting,10m Air Pistol Mixed Team,HTEAM,30-09-2001
,GUY James,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,26-11-1995
,McMILLAN Jack,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,14-01-2000
,BIRD Kieran,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,02-09-1999
,DEAN Tom,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,02-05-2000
,RICHARDS Matthew,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,17-12-2002
,SCOTT Duncan,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,06-05-1997
,KIBLER Drew,Male,Silver Medal,2,United States,USA,United States,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,09-03-2000
,CURRY Brooks,Male,Silver Medal,2,United States,USA,United States,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,20-01-2001
,PIERONI Blake,Male,Silver Medal,2,United States,USA,United States,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,15-11-1995
,GUILIANO Chris,Male,Silver Medal,2,United States,USA,United States,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,25-06-2003
,FOSTER Carson,Male,Silver Medal,2,United States,USA,United States,Swimming,Men's 4 x 200m Freestyle Relay,TEAM,26-10-2001
